file_name,best_fitness,time
problem_g_10.npy,1497.6636482252907,0.37285637855529785
problem_g_100.npy,4341.468175437768,1.2154107093811035
problem_g_1000.npy,14060.32617062575,13.857377052307129
problem_g_20.npy,1755.5146770830047,0.48051953315734863
problem_g_200.npy,6318.058793267924,2.2618181705474854
problem_g_50.npy,2880.7549610334254,0.7554664611816406
problem_g_500.npy,9692.402481627058,6.148707628250122
problem_r1_10.npy,184.27344079993895,0.38959622383117676
problem_r1_100.npy,746.9708265354815,1.2637028694152832
problem_r1_1000.npy,2552.2541176688464,14.145691633224487
problem_r1_20.npy,340.8620701754516,0.4684414863586426
problem_r1_200.npy,1112.7146334684562,2.2447099685668945
problem_r1_50.npy,579.5587749692515,0.747542142868042
problem_r1_500.npy,1753.4649722443908,6.31476902961731
problem_r2_10.npy,-411.7017155524985,0.3799870014190674
problem_r2_100.npy,-4686.425006174832,1.269714117050171
problem_r2_1000.npy,-49409.79470090569,13.694149494171143
problem_r2_20.npy,-861.6672062881739,0.45409393310546875
problem_r2_200.npy,-9593.84411126924,2.2173850536346436
problem_r2_50.npy,-2232.376576129728,0.7639083862304688
problem_r2_500.npy,-24515.115190528973,5.978601455688477
test_problem.npy,2823.7899999999995,0.4758005142211914
